id,target
9527,0
9528,0
9530,1
9532,1
9534,0
9535,0
9536,1
9543,1
9544,0
9545,1
9546,0
9549,1
9558,0
9560,0
9561,0
9570,0
9573,1
9578,1
9584,1
9587,0
9588,0
9599,1
9601,1
9604,1
9614,1
9615,1
9621,1
9622,1
9623,0
9624,1
9626,1
9628,1
9630,1
9631,1
9635,1
9637,1
9641,1
9647,1
9648,1
9649,1
9658,0
9662,1
9668,1
9671,1
9676,0
9677,1
9679,1
9682,0
9685,1
9689,0
9692,0
9693,1
9694,0
9696,0
9700,1
9711,1
9713,0
9720,0
9721,0
9725,1
9726,0
9727,1
9735,0
9740,1
9742,1
9743,0
9747,1
9748,1
9751,1
9758,1
9767,1
9768,1
9773,1
9777,1
9781,1
9784,1
9786,1
9789,1
9792,0
9793,1
9798,1
9799,1
9802,1
9803,0
9804,1
9805,1
9807,1
9809,1
9811,0
9814,1
9817,0
9821,0
9824,0
9825,0
9827,0
9839,1
9840,1
9843,1
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,0
9856,0
9863,1
9867,0
9871,0
9876,1
9879,0
9882,0
9891,0
9892,0
9893,1
9895,0
9899,1
9900,0
9902,0
9903,0
9904,1
9908,1
9913,0
9914,0
9917,1
9922,0
9924,0
9926,1
9927,0
9928,0
9929,0
9936,1
9939,0
9947,0
9951,0
9954,0
9956,0
9957,1
9959,0
9962,1
9964,0
9966,1
9968,0
9969,1
9970,1
9975,0
9977,1
9981,0
9993,0
9996,1
9997,1
9999,0
10002,0
10007,0
10015,1
10019,1
10022,0
10024,1
10026,1
10033,1
10043,1
10046,1
10051,0
10053,0
10062,1
10063,1
10065,0
10068,0
10078,1
10086,0
10094,0
10095,1
10096,0
10097,0
10103,1
10104,1
10108,0
10122,0
10123,1
10128,1
10131,0
10133,1
10134,0
10135,1
10145,1
10148,1
10154,1
10155,0
10158,1
10160,1
10161,0
10162,1
10165,1
10166,1
10167,1
10170,1
10178,1
10180,1
10181,1
10185,1
10188,1
10190,1
10196,1
10200,1
10205,1
10211,0
10216,1
10219,0
10221,1
10225,1
10227,0
10228,0
10230,0
10232,1
10233,1
10235,1
10238,1
10240,0
10242,0
10248,1
10254,1
10257,1
10261,1
10262,1
10266,1
10267,1
10271,1
10277,1
10279,1
10281,1
10282,0
10285,0
10292,0
10298,0
10300,0
10309,0
10311,1
10319,0
10324,1
10326,1
10328,1
10343,1
10346,0
10347,0
10353,0
10354,0
10356,0
10357,0
10362,1
10363,0
10370,1
10373,0
10386,1
10388,0
10389,1
10391,1
10397,0
10400,1
10403,0
10404,1
10408,1
10417,0
10425,0
10435,0
10437,1
10438,1
10440,1
10442,0
10447,1
10452,1
10453,0
10454,1
10459,1
10460,1
10463,1
10465,1
10469,1
10474,1
10475,1
10476,1
10477,1
10480,1
10491,1
10493,1
10494,1
10495,1
10497,1
10501,1
10504,1
10507,1
10509,1
10510,0
10512,1
10514,1
10526,1
10528,1
10530,1
10531,1
10532,1
10538,0
10539,0
10542,1
10547,0
10549,0
10556,0
10569,0
10572,0
10577,0
10579,0
10586,1
10594,1
10595,1
10597,1
10602,1
10604,1
10614,1
10617,0
10618,1
10619,1
10624,1
10633,1
10634,1
10635,0
10638,1
10639,0
10642,1
10643,0
10645,1
10646,1
10649,0
10652,1
10653,0
10654,0
10661,0
10664,1
10668,1
10670,0
10674,1
10683,1
10694,1
10697,1
10699,1
10701,1
10703,1
10713,1
10714,1
10716,1
10717,1
10719,1
10725,1
10728,1
10734,1
10738,1
10740,1
10742,1
10756,1
10757,1
10761,1
10762,1
10773,1
10778,1
10781,1
10791,0
10792,0
10796,0
10797,0
10801,1
10804,0
10806,0
10807,0
10816,1
10820,0
10828,1
10836,1
10838,1
10845,1
10856,1
10857,0
10858,1
10861,0
10865,1
10868,0
10874,0
10875,1
